clym,ecast_vrbl_nm,bz_dnm,scno_dvvl,ecast_ky,seq,sysdate,inpp_cd,ecast_data
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,33,2026-08-22 15:51:44,AUTO,0.044497
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,34,2026-08-22 15:51:44,AUTO,0.045244
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,35,2026-08-22 15:51:44,AUTO,0.045817
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,36,2026-08-22 15:51:44,AUTO,0.046217
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,37,2026-08-22 15:51:44,AUTO,0.046467
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,38,2026-08-22 15:51:44,AUTO,0.046672
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,39,2026-08-22 15:51:44,AUTO,0.046857
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,40,2026-08-22 15:51:44,AUTO,0.047021
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,41,2026-08-22 15:51:44,AUTO,0.047165
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,42,2026-08-22 15:51:44,AUTO,0.047288
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,43,2026-08-22 15:51:44,AUTO,0.047391
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,44,2026-08-22 15:51:44,AUTO,0.047473
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,45,2026-08-22 15:51:44,AUTO,0.047535
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,46,2026-08-22 15:51:44,AUTO,0.047577
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,47,2026-08-22 15:51:44,AUTO,0.047598
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,48,2026-08-22 15:51:44,AUTO,0.047599
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,49,2026-08-22 15:51:44,AUTO,0.047582
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,50,2026-08-22 15:51:44,AUTO,0.047564
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,51,2026-08-22 15:51:44,AUTO,0.047548
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,52,2026-08-22 15:51:44,AUTO,0.047534
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,53,2026-08-22 15:51:44,AUTO,0.047522
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,54,2026-08-22 15:51:44,AUTO,0.047512
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,55,2026-08-22 15:51:44,AUTO,0.047504
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,56,2026-08-22 15:51:44,AUTO,0.047498
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,57,2026-08-22 15:51:44,AUTO,0.047494
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,58,2026-08-22 15:51:44,AUTO,0.047492
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,59,2026-08-22 15:51:44,AUTO,0.047492
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,60,2026-08-22 15:51:44,AUTO,0.047494
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,61,2026-08-22 15:51:44,AUTO,0.047497
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,62,2026-08-22 15:51:44,AUTO,0.047499
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,63,2026-08-22 15:51:44,AUTO,0.047499
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,64,2026-08-22 15:51:44,AUTO,0.047498
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,65,2026-08-22 15:51:44,AUTO,0.047494
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,66,2026-08-22 15:51:44,AUTO,0.047489
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,67,2026-08-22 15:51:44,AUTO,0.047482
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,68,2026-08-22 15:51:44,AUTO,0.047473
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,69,2026-08-22 15:51:44,AUTO,0.047463
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,70,2026-08-22 15:51:44,AUTO,0.04745
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,71,2026-08-22 15:51:44,AUTO,0.047436
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,72,2026-08-22 15:51:44,AUTO,0.04742
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,73,2026-08-22 15:51:44,AUTO,0.047402
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,74,2026-08-22 15:51:44,AUTO,0.047382
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,75,2026-08-22 15:51:44,AUTO,0.04736
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,76,2026-08-22 15:51:44,AUTO,0.047337
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,77,2026-08-22 15:51:44,AUTO,0.047311
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,78,2026-08-22 15:51:44,AUTO,0.047284
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,79,2026-08-22 15:51:44,AUTO,0.047255
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,80,2026-08-22 15:51:44,AUTO,0.047224
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,81,2026-08-22 15:51:44,AUTO,0.047191
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,82,2026-08-22 15:51:44,AUTO,0.047156
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,83,2026-08-22 15:51:44,AUTO,0.047119
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,84,2026-08-22 15:51:44,AUTO,0.04708
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,85,2026-08-22 15:51:44,AUTO,0.047041
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,86,2026-08-22 15:51:44,AUTO,0.047004
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,87,2026-08-22 15:51:44,AUTO,0.04697
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,88,2026-08-22 15:51:44,AUTO,0.04694
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,89,2026-08-22 15:51:44,AUTO,0.046913
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,90,2026-08-22 15:51:44,AUTO,0.04689
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,91,2026-08-22 15:51:44,AUTO,0.04687
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,92,2026-08-22 15:51:44,AUTO,0.046854
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,93,2026-08-22 15:51:44,AUTO,0.046842
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,94,2026-08-22 15:51:44,AUTO,0.046832
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,95,2026-08-22 15:51:44,AUTO,0.046827
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,96,2026-08-22 15:51:44,AUTO,0.046825
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,97,2026-08-22 15:51:44,AUTO,0.046826
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,98,2026-08-22 15:51:44,AUTO,0.046831
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,99,2026-08-22 15:51:44,AUTO,0.046839
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,100,2026-08-22 15:51:44,AUTO,0.046851
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,101,2026-08-22 15:51:44,AUTO,0.046866
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,102,2026-08-22 15:51:44,AUTO,0.046885
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,103,2026-08-22 15:51:44,AUTO,0.046908
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,104,2026-08-22 15:51:44,AUTO,0.046934
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,105,2026-08-22 15:51:44,AUTO,0.046963
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,106,2026-08-22 15:51:44,AUTO,0.046997
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,107,2026-08-22 15:51:44,AUTO,0.047033
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,108,2026-08-22 15:51:44,AUTO,0.047074
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,109,2026-08-22 15:51:44,AUTO,0.047117
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,110,2026-08-22 15:51:44,AUTO,0.047165
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,111,2026-08-22 15:51:44,AUTO,0.047216
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,112,2026-08-22 15:51:44,AUTO,0.047271
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,113,2026-08-22 15:51:44,AUTO,0.047329
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,114,2026-08-22 15:51:44,AUTO,0.047391
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,115,2026-08-22 15:51:44,AUTO,0.047457
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,116,2026-08-22 15:51:44,AUTO,0.047526
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,117,2026-08-22 15:51:44,AUTO,0.047599
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,118,2026-08-22 15:51:44,AUTO,0.047676
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,119,2026-08-22 15:51:44,AUTO,0.047756
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,120,2026-08-22 15:51:44,AUTO,0.04784
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,121,2026-08-22 15:51:44,AUTO,0.047927
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,122,2026-08-22 15:51:44,AUTO,0.048014
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,123,2026-08-22 15:51:44,AUTO,0.048098
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,124,2026-08-22 15:51:44,AUTO,0.04818
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,125,2026-08-22 15:51:44,AUTO,0.048261
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,126,2026-08-22 15:51:44,AUTO,0.04834
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,127,2026-08-22 15:51:44,AUTO,0.048418
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,128,2026-08-22 15:51:44,AUTO,0.048493
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,129,2026-08-22 15:51:44,AUTO,0.048567
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,130,2026-08-22 15:51:44,AUTO,0.048639
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,131,2026-08-22 15:51:44,AUTO,0.04871
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,132,2026-08-22 15:51:44,AUTO,0.048778
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,133,2026-08-22 15:51:44,AUTO,0.048845
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,134,2026-08-22 15:51:44,AUTO,0.048911
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,135,2026-08-22 15:51:44,AUTO,0.048974
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,136,2026-08-22 15:51:44,AUTO,0.049036
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,137,2026-08-22 15:51:44,AUTO,0.049096
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,138,2026-08-22 15:51:44,AUTO,0.049155
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,139,2026-08-22 15:51:44,AUTO,0.049211
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,140,2026-08-22 15:51:44,AUTO,0.049266
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,141,2026-08-22 15:51:44,AUTO,0.04932
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,142,2026-08-22 15:51:44,AUTO,0.049371
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,143,2026-08-22 15:51:44,AUTO,0.049421
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,144,2026-08-22 15:51:44,AUTO,0.04947
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,145,2026-08-22 15:51:44,AUTO,0.049516
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,146,2026-08-22 15:51:44,AUTO,0.049561
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,147,2026-08-22 15:51:44,AUTO,0.049605
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,148,2026-08-22 15:51:44,AUTO,0.049646
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,149,2026-08-22 15:51:44,AUTO,0.049686
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,150,2026-08-22 15:51:44,AUTO,0.049724
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,151,2026-08-22 15:51:44,AUTO,0.049761
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,152,2026-08-22 15:51:44,AUTO,0.049796
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,153,2026-08-22 15:51:44,AUTO,0.049829
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,154,2026-08-22 15:51:44,AUTO,0.049861
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,155,2026-08-22 15:51:44,AUTO,0.049891
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,156,2026-08-22 15:51:44,AUTO,0.049919
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,157,2026-08-22 15:51:44,AUTO,0.049945
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,158,2026-08-22 15:51:44,AUTO,0.04997
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,159,2026-08-22 15:51:44,AUTO,0.049993
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,160,2026-08-22 15:51:44,AUTO,0.050015
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,161,2026-08-22 15:51:44,AUTO,0.050034
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,162,2026-08-22 15:51:44,AUTO,0.050052
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,163,2026-08-22 15:51:44,AUTO,0.050069
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,164,2026-08-22 15:51:44,AUTO,0.050084
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,165,2026-08-22 15:51:44,AUTO,0.050097
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,166,2026-08-22 15:51:44,AUTO,0.050108
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,167,2026-08-22 15:51:44,AUTO,0.050117
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,168,2026-08-22 15:51:44,AUTO,0.050125
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,169,2026-08-22 15:51:44,AUTO,0.050132
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,170,2026-08-22 15:51:44,AUTO,0.050136
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,171,2026-08-22 15:51:44,AUTO,0.050139
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,172,2026-08-22 15:51:44,AUTO,0.05014
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,173,2026-08-22 15:51:44,AUTO,0.050139
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,174,2026-08-22 15:51:44,AUTO,0.050137
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,175,2026-08-22 15:51:44,AUTO,0.050132
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,176,2026-08-22 15:51:44,AUTO,0.050127
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,177,2026-08-22 15:51:44,AUTO,0.050119
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,178,2026-08-22 15:51:44,AUTO,0.05011
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,179,2026-08-22 15:51:44,AUTO,0.050098
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,180,2026-08-22 15:51:44,AUTO,0.050085
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,181,2026-08-22 15:51:44,AUTO,0.050071
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,182,2026-08-22 15:51:44,AUTO,0.050058
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,183,2026-08-22 15:51:44,AUTO,0.050046
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,184,2026-08-22 15:51:44,AUTO,0.050036
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,185,2026-08-22 15:51:44,AUTO,0.050027
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,186,2026-08-22 15:51:44,AUTO,0.05002
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,187,2026-08-22 15:51:44,AUTO,0.050014
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,188,2026-08-22 15:51:44,AUTO,0.05001
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,189,2026-08-22 15:51:44,AUTO,0.050007
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,190,2026-08-22 15:51:44,AUTO,0.050005
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,191,2026-08-22 15:51:44,AUTO,0.050005
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,192,2026-08-22 15:51:44,AUTO,0.050007
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,193,2026-08-22 15:51:44,AUTO,0.05001
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,194,2026-08-22 15:51:44,AUTO,0.050014
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,195,2026-08-22 15:51:44,AUTO,0.05002
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,196,2026-08-22 15:51:44,AUTO,0.050028
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,197,2026-08-22 15:51:44,AUTO,0.050037
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,198,2026-08-22 15:51:44,AUTO,0.050047
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,199,2026-08-22 15:51:44,AUTO,0.050059
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,200,2026-08-22 15:51:44,AUTO,0.050073
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,201,2026-08-22 15:51:44,AUTO,0.050088
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,202,2026-08-22 15:51:44,AUTO,0.050104
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,203,2026-08-22 15:51:44,AUTO,0.050122
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,204,2026-08-22 15:51:44,AUTO,0.050142
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,205,2026-08-22 15:51:44,AUTO,0.050163
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,206,2026-08-22 15:51:44,AUTO,0.050186
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,207,2026-08-22 15:51:44,AUTO,0.05021
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,208,2026-08-22 15:51:44,AUTO,0.050236
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,209,2026-08-22 15:51:44,AUTO,0.050263
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,210,2026-08-22 15:51:44,AUTO,0.050292
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,211,2026-08-22 15:51:44,AUTO,0.050322
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,212,2026-08-22 15:51:44,AUTO,0.050355
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,213,2026-08-22 15:51:44,AUTO,0.050388
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,214,2026-08-22 15:51:44,AUTO,0.050423
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,215,2026-08-22 15:51:44,AUTO,0.05046
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,216,2026-08-22 15:51:44,AUTO,0.050499
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,217,2026-08-22 15:51:44,AUTO,0.050539
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,218,2026-08-22 15:51:44,AUTO,0.05058
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,219,2026-08-22 15:51:44,AUTO,0.050624
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,220,2026-08-22 15:51:44,AUTO,0.050669
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,221,2026-08-22 15:51:44,AUTO,0.050715
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,222,2026-08-22 15:51:44,AUTO,0.050764
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,223,2026-08-22 15:51:44,AUTO,0.050814
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,224,2026-08-22 15:51:44,AUTO,0.050865
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,225,2026-08-22 15:51:44,AUTO,0.050919
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,226,2026-08-22 15:51:44,AUTO,0.050974
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,227,2026-08-22 15:51:44,AUTO,0.05103
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,228,2026-08-22 15:51:44,AUTO,0.051089
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,229,2026-08-22 15:51:44,AUTO,0.051149
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,230,2026-08-22 15:51:44,AUTO,0.051211
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,231,2026-08-22 15:51:44,AUTO,0.051275
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,232,2026-08-22 15:51:44,AUTO,0.05134
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,233,2026-08-22 15:51:44,AUTO,0.051407
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,234,2026-08-22 15:51:44,AUTO,0.051476
202606,CREDR_BU_D_DISCR,IFRS17_RR_2606,1,0,235,2026-08-22 15:51:44,AUTO,0.051547
